time,coin,funding,open_interest,premium,day_ntl_vlm,current_price,long_number,short_number
2024-10-25T04:20:00,BTC,1.25e-05,4993.78936,-0.00013259,401591143.76007,67871.0,58,78
2024-10-25T04:25:00,BTC,1.25e-05,4936.53482,-0.00029536,408819764.09053,67693.0,52,67
2024-10-25T04:30:00,BTC,1.25e-05,4923.32468,-0.00037954,410278731.5991,67684.0,73,48
2024-10-25T04:35:00,BTC,1.25e-05,4913.34334,-0.00018007,411065062.9786,67735.0,67,65
2024-10-25T04:40:00,BTC,1.25e-05,4912.77426,-0.00035386,411132291.10485,67799.0,75,59
2024-10-25T04:45:00,BTC,1.25e-05,4906.64388,-0.00032444,411802068.02235,67787.0,70,51
2024-10-25T04:50:00,BTC,1.25e-05,4908.72028,-0.0001919,411736751.2868101,67728.0,68,62
2024-10-25T04:55:00,BTC,1.25e-05,4921.27522,-0.00033942,413356451.9993701,67738.0,52,76
2024-10-25T05:00:00,BTC,1.25e-05,4919.62844,-0.00026569,413533924.3727701,67729.0,42,83
2024-10-25T05:05:00,BTC,1.25e-05,4918.7109,-0.00028056,413177820.88092005,67702.0,61,81
2024-10-25T05:10:00,BTC,1.25e-05,4930.2439,-0.00019194,413889724.4089201,67717.0,79,64
2024-10-25T05:15:00,BTC,1.25e-05,4928.96696,-8.865000000000001e-05,414076247.86317,67678.0,59,80
2024-10-25T05:20:00,BTC,1.25e-05,4928.1169,-0.00035441,415955148.07467,67695.0,75,46
2024-10-25T05:25:00,BTC,1.25e-05,4926.60624,-0.00014767,417138854.7224701,67706.0,60,77
2024-10-25T05:30:00,BTC,1.25e-05,4928.83372,-0.00020662,417364350.11007,67743.0,63,83
2024-10-25T05:35:00,BTC,1.25e-05,4923.9254,-0.00028034,415878270.99767,67757.0,87,55
2024-10-25T05:40:00,BTC,1.25e-05,4923.24242,-0.00028012,416139026.64407,67806.0,70,74
2024-10-25T05:45:00,BTC,1.25e-05,4916.9014,-0.00032413,416699775.65447,67850.0,79,53
2024-10-25T05:50:00,BTC,1.25e-05,4914.46088,-0.0002359,416959269.0171501,67808.0,70,64
2024-10-25T05:55:00,BTC,1.25e-05,4897.73806,-0.00050156,418618841.40807,67764.0,102,51
2024-10-25T06:00:00,BTC,1.25e-05,4892.85598,-0.00038372,418855760.2364701,67732.0,87,41
2024-10-25T06:05:00,BTC,1.25e-05,4894.30064,-0.00048704,415919724.86446,67729.0,93,48
2024-10-25T06:10:00,BTC,1.25e-05,4890.61276,-0.00033895,417104124.11556,67831.0,73,59
2024-10-25T06:15:00,BTC,1.25e-05,4889.05134,-0.00039818,417418326.97206,67782.0,81,75
2024-10-25T06:20:00,BTC,1.25e-05,4890.6606,-0.00045756000000000003,417825142.44875,67727.0,97,44
2024-10-25T06:25:00,BTC,1.25e-05,4895.68478,-0.00025087,418476206.74396,67744.0,69,67
2024-10-25T06:30:00,BTC,1.25e-05,4903.91192,-0.00050187,419914228.78347,67720.0,102,47
2024-10-25T06:35:00,BTC,1.25e-05,4894.56282,-0.00025092,419012620.60706,67725.0,56,87
2024-10-25T06:40:00,BTC,1.25e-05,4889.85404,-0.00029556,419492980.3689801,67649.0,81,52
2024-10-25T06:45:00,BTC,1.25e-05,4889.11228,-0.00035479,419602785.53378,67621.0,78,60
2024-10-25T06:50:00,BTC,1.25e-05,4887.12214,-0.00023209999999999998,405181605.54354006,67619.0,94,47
2024-10-25T06:55:00,BTC,1.25e-05,4887.56466,-0.00042885,405414073.69355005,67596.0,92,58
2024-10-25T07:00:00,BTC,1.25e-05,4886.73826,-0.00038435,405861523.2029701,67620.0,51,55
2024-10-25T07:05:00,BTC,1.25e-05,4888.25244,-0.00044308,404869540.9305401,67679.0,79,70
2024-10-25T07:10:00,BTC,9.659999999999999e-06,4888.62582,-0.0004431,405189467.3814301,67674.0,101,68
2024-10-25T07:15:00,BTC,8.9e-06,4864.49254,-0.00032305,408060144.1217301,67454.0,79,52
2024-10-25T07:20:00,BTC,8.429999999999999e-06,4857.59344,-0.00042953,409146726.9435701,67487.0,73,52
2024-10-25T07:25:00,BTC,6.4199999999999995e-06,4833.17858,-0.00049947,412749538.4266701,67433.0,99,37
2024-10-25T07:30:00,BTC,3.93e-06,4775.98366,-0.00062403,420248178.5421501,67263.0,66,40
2024-10-25T07:35:00,BTC,1.87e-06,4720.23272,-0.00059065,425047974.22661006,67343.0,96,47
2024-10-25T07:40:00,BTC,7.5e-07,4715.61692,-0.0005486,428247203.5252101,67407.0,94,57
2024-10-25T07:45:00,BTC,-3.1e-07,4717.15732,-0.00056327,429800653.26461005,67425.0,72,63
2024-10-25T07:50:00,BTC,-1.98e-06,4715.07382,-0.00072663,427667253.18737,67390.0,85,55
2024-10-25T07:55:00,BTC,-2.84e-06,4713.86796,-0.00062243,428595912.54587,67435.0,61,64
2024-10-25T08:00:00,BTC,1.25e-05,4715.32388,-0.00011555,429459118.4113701,67469.0,68,42
2024-10-25T08:05:00,BTC,1.2250000000000001e-05,4663.551,-0.00034104000000000003,427890323.8461,67413.0,39,84
2024-10-25T08:10:00,BTC,8.91e-06,4655.2667,-0.00038589,428674705.2929,67350.0,57,74
2024-10-25T08:15:00,BTC,1.0760000000000002e-05,4640.82734,-0.00031146,430049132.5345,67398.0,68,54
2024-10-25T08:20:00,BTC,1.204e-05,4627.90042,-0.00035559999999999997,430468966.6960301,67468.0,41,83
2024-10-25T08:25:00,BTC,1.2230000000000001e-05,4634.825,-0.00044394000000000004,431879231.57667005,67546.0,58,59
2024-10-25T08:30:00,BTC,1.1570000000000001e-05,4631.56604,-0.00047334,432586320.72608006,67574.0,71,60
2024-10-25T08:35:00,BTC,1.045e-05,4633.05558,-0.00042874,426936914.02592,67610.0,52,86
2024-10-25T08:40:00,BTC,9.019999999999998e-06,4611.45602,-0.00045808000000000003,428246758.72988,67643.0,72,59
2024-10-25T08:45:00,BTC,8.390000000000001e-06,4605.5379,-0.00050199,428971273.82252,67698.0,52,66
2024-10-25T08:50:00,BTC,9.01e-06,4593.55436,-0.00032511,424526302.23672,67644.0,65,75
2024-10-25T08:55:00,BTC,9.82e-06,4617.33368,-0.00045824,426300447.08272,67623.0,60,70
2024-10-25T09:00:00,BTC,1.25e-05,4625.68658,-0.00035473,428040094.71672,67629.0,71,50
2024-10-25T09:05:00,BTC,1.25e-05,4631.00248,-0.00026579,416955404.0662199,67704.0,40,87
2024-10-25T09:10:00,BTC,1.25e-05,4605.2977,-0.00019191,419196518.2146599,67723.0,35,88
2024-10-25T09:15:00,BTC,1.25e-05,4607.65758,-0.00023639,419452028.6921399,67667.0,58,80
2024-10-25T09:20:00,BTC,1.25e-05,4586.4481,-0.0003549,419371047.97602993,67600.0,82,46
2024-10-25T09:25:00,BTC,1.25e-05,4595.99082,-0.00035486000000000003,420215422.8136299,67608.0,59,75
2024-10-25T09:30:00,BTC,1.25e-05,4601.76952,-0.00041099,420632744.90323,67612.0,72,49
2024-10-25T09:35:00,BTC,1.25e-05,4593.38796,-0.00038472,419649289.75487,67557.0,52,60
2024-10-25T09:40:00,BTC,1.25e-05,4588.4552,-0.00041446,420417482.55632,67530.0,58,58
2024-10-25T09:45:00,BTC,1.25e-05,4588.78252,-0.00038475,420562397.26928,67551.0,80,57
2024-10-25T09:50:00,BTC,1.25e-05,4589.25962,-0.00051713,419459681.75846,67646.0,83,56
2024-10-25T09:55:00,BTC,1.25e-05,4592.75576,-0.00036893,420124332.93521,67737.0,61,61
2024-10-25T10:00:00,BTC,5.379999999999999e-06,4592.2515,-0.00045698,420545987.62823,67806.0,68,43
2024-10-25T10:05:00,BTC,1.25e-05,4603.38754,-0.00035403,412691636.0569,67766.0,39,75
2024-10-25T10:10:00,BTC,1.25e-05,4624.51392,-0.00042773,414327642.2734,67770.0,70,53
2024-10-25T10:15:00,BTC,1.25e-05,4635.08794,-0.00036891,416373166.89526,67742.0,60,67
2024-10-25T10:20:00,BTC,1.25e-05,4629.5322,-0.00044318,414166544.86818,67668.0,92,50
2024-10-25T10:25:00,BTC,1.25e-05,4630.0054,-0.00050019,414522724.33654,67741.0,82,53
2024-10-25T10:30:00,BTC,1.25e-05,4674.8727,-0.00026528,417313623.05309,67827.0,52,60
2024-10-25T10:35:00,BTC,1.25e-05,4672.49198,-0.00032419999999999997,416215404.40601,67838.0,53,58
2024-10-25T10:40:00,BTC,1.25e-05,4658.54152,-0.00026546,417051891.79382,67787.0,49,84
2024-10-25T10:45:00,BTC,1.25e-05,4656.71964,-0.00023586,417142174.12517,67821.0,56,57
2024-10-25T10:50:00,BTC,1.25e-05,4656.0169,-0.0002653,415453727.37901,67827.0,57,67
2024-10-25T10:55:00,BTC,1.25e-05,4658.15566,-0.00026373,415689327.95521,67853.0,78,50
2024-10-25T11:00:00,BTC,1.25e-05,4658.22084,-0.00024906,415879136.46741,67838.0,75,45
2024-10-25T11:05:00,BTC,1.25e-05,4659.03454,-0.00025052,409159212.27685,67841.0,68,51
2024-10-25T11:10:00,BTC,1.25e-05,4658.5038,-0.00031495,409548378.22171,67926.0,76,52
2024-10-25T11:15:00,BTC,1.25e-05,4659.7073,-0.00017665,409740871.13617,67916.0,66,76
2024-10-25T11:20:00,BTC,1.25e-05,4674.42522,-0.00016181,408735157.5412901,67968.0,65,56
2024-10-25T11:25:00,BTC,1.25e-05,4648.79112,-0.00058789,410364307.71649,68010.0,103,47
2024-10-25T11:30:00,BTC,1.25e-05,4644.65088,-0.00036773000000000003,411117744.27649,67959.0,60,54
2024-10-25T11:35:00,BTC,1.25e-05,4644.63818,-0.00030905,404631335.48332006,67929.0,46,82
2024-10-25T11:40:00,BTC,1.25e-05,4641.15796,-0.00027949,405021214.90714,67961.0,69,61
2024-10-25T11:45:00,BTC,1.25e-05,4635.0202,-0.00029387,406256104.0124501,68035.0,66,54
2024-10-25T11:50:00,BTC,1.25e-05,4615.22406,-0.00026405,403507712.2319501,68149.0,82,51
2024-10-25T11:55:00,BTC,1.25e-05,4617.4552,-0.00029058,404339508.7810001,68120.0,90,63
2024-10-25T12:00:00,BTC,1.25e-05,4618.7743,-0.00015124,404480314.75435007,68088.0,72,64
2024-10-25T12:05:00,BTC,1.25e-05,4618.8121,-0.00013186,402586351.83585006,68242.0,41,56
2024-10-25T12:10:00,BTC,1.25e-05,4614.87328,-8.797000000000001e-05,403274393.79595006,68196.0,53,62
2024-10-25T12:15:00,BTC,1.25e-05,4622.2743,-0.00023478,405481104.9025501,68134.0,65,54
2024-10-25T12:20:00,BTC,1.25e-05,4624.73746,-0.00027919,402571423.98244,68037.0,62,76
2024-10-25T12:25:00,BTC,1.25e-05,4607.60822,-0.00026441,404388294.7652,68056.0,59,68
2024-10-25T12:30:00,BTC,1.25e-05,4602.24044,-0.00022034,404827246.69752,68058.0,66,68
2024-10-25T12:35:00,BTC,1.25e-05,4595.92828,-0.00019107,401400500.6889801,68025.0,63,65
2024-10-25T12:40:00,BTC,1.25e-05,4594.94296,-0.00017639,401693005.5539801,68017.0,73,64
2024-10-25T12:45:00,BTC,1.25e-05,4588.27588,-0.00017606,403053558.3033801,68146.0,51,74
2024-10-25T12:50:00,BTC,1.25e-05,4588.4199,-0.00022009999999999998,397413028.88954,68136.0,73,57
2024-10-25T12:55:00,BTC,1.25e-05,4589.90184,-0.00010271,397779679.44062006,68144.0,60,67
2024-10-25T13:00:00,BTC,1.25e-05,4590.68126,-0.00022039,398459617.25138,68047.0,76,43
2024-10-25T13:05:00,BTC,1.25e-05,4585.82608,-0.00011765,393100441.3091,67988.0,42,82
2024-10-25T13:10:00,BTC,1.25e-05,4583.76318,-0.00010147,393592017.60039,67989.0,78,56
2024-10-25T13:15:00,BTC,1.25e-05,4582.53672,-0.00027903,393826909.03969,68074.0,70,70
2024-10-25T13:20:00,BTC,1.25e-05,4583.62734,-0.00014688,385477753.3629901,68064.0,43,114
2024-10-25T13:25:00,BTC,1.25e-05,4577.48252,-0.00016176,385978187.1206701,67992.0,61,93
2024-10-25T13:30:00,BTC,1.25e-05,4581.36828,-0.00023526,386707683.7616901,67992.0,62,68
2024-10-25T13:35:00,BTC,1.25e-05,4580.20806,-0.0002651,374283652.71382,67883.0,54,68
2024-10-25T13:40:00,BTC,1.25e-05,4592.06186,-0.00020638,375352472.7569001,67821.0,63,58
2024-10-25T13:45:00,BTC,1.25e-05,4585.61304,-0.00019625,377565562.6353701,67754.0,73,62
2024-10-25T13:50:00,BTC,1.25e-05,4579.71828,-0.00019124,366138757.70575,67960.0,59,52
2024-10-25T13:55:00,BTC,1.25e-05,4591.92838,-4.8410000000000006e-05,371412953.52495,68159.0,59,39
2024-10-25T14:00:00,BTC,1.25e-05,4587.40628,7.317e-05,376295252.60815,68325.0,57,29
2024-10-25T14:05:00,BTC,1.25e-05,4587.67658,0.0,368896235.3883,68234.0,70,45
2024-10-25T14:10:00,BTC,1.25e-05,4595.86342,4.388e-05,370522490.16875,68366.0,56,51
2024-10-25T14:15:00,BTC,1.25e-05,4604.08574,-5.843e-05,371513314.1846,68453.0,45,66
2024-10-25T14:20:00,BTC,1.25e-05,4616.54324,0.0,368333968.23552,68539.0,75,49
2024-10-25T14:25:00,BTC,1.25e-05,4608.61448,0.00010198,371805818.63202,68647.0,62,44
2024-10-25T14:30:00,BTC,1.25e-05,4619.4731,0.0,373308083.93702,68679.0,47,115
2024-10-25T14:35:00,BTC,1.25e-05,4607.93572,1.4580000000000001e-05,372121071.41478,68589.0,55,66
2024-10-25T14:40:00,BTC,1.25e-05,4616.24502,1.46e-05,374329054.45208,68474.0,59,65
2024-10-25T14:45:00,BTC,1.25e-05,4636.58148,4.393e-05,376962775.36178,68293.0,82,61
2024-10-25T14:50:00,BTC,1.25e-05,4628.2481,0.0,377912039.00748,68349.0,91,36
2024-10-25T14:55:00,BTC,1.25e-05,4612.55874,7.317e-05,381628050.31996,68336.0,58,42
2024-10-25T15:00:00,BTC,1.25e-05,4603.04804,-1.464e-05,383032778.15604,68312.0,70,36
2024-10-25T15:05:00,BTC,1.25e-05,4590.24384,0.0,381220545.56544,68493.0,47,90
2024-10-25T15:10:00,BTC,1.25e-05,4599.00782,-5.698000000000001e-05,382423479.65352,68439.0,69,51
2024-10-25T15:15:00,BTC,1.25e-05,4599.96012,-8.761e-05,382861004.01024,68474.0,65,77
2024-10-25T15:20:00,BTC,1.25e-05,4597.53158,0.0,381056975.46431,68510.0,79,56
2024-10-25T15:25:00,BTC,1.25e-05,4568.20512,-0.00029252,383269341.94531,68357.0,67,42
2024-10-25T15:30:00,BTC,1.25e-05,4571.18502,-0.00013179,383780362.24432,68283.0,63,73
2024-10-25T15:35:00,BTC,1.25e-05,4579.98918,-2.928e-05,383777840.6573601,68303.0,54,84
2024-10-25T15:40:00,BTC,1.25e-05,4577.87694,-0.00017583,384270250.92100006,68232.0,61,66
2024-10-25T15:45:00,BTC,1.25e-05,4616.63232,-0.00023503,388825482.0237201,68049.0,40,48
2024-10-25T15:50:00,BTC,1.25e-05,4623.87282,-0.00019146,390261589.45534,67878.0,56,82
2024-10-25T15:55:00,BTC,1.25e-05,4619.8234,-0.00037056000000000003,396313895.28840005,67443.0,39,68
2024-10-25T16:00:00,BTC,1.25e-05,4620.15636,-0.00017728,402871718.87222,67673.0,38,55
2024-10-25T16:05:00,BTC,1.25e-05,4624.97066,-0.0001628,400132925.85454,67552.0,41,84
2024-10-25T16:10:00,BTC,1.25e-05,4618.73358,-0.00022201,404501456.57821,67547.0,48,71
2024-10-25T16:15:00,BTC,1.25e-05,4630.5943,-0.00028015,406766062.99867,67806.0,51,71
2024-10-25T16:20:00,BTC,1.25e-05,4628.54836,-0.00028022,403864154.10106,67787.0,53,65
2024-10-25T16:25:00,BTC,1.25e-05,4632.52976,-0.00033948,405229274.35128,67726.0,43,66
2024-10-25T16:30:00,BTC,1.25e-05,4687.715,-0.00044375,410970001.9715301,67576.0,56,62
2024-10-25T16:35:00,BTC,1.25e-05,4682.81788,-0.00040679,411129238.81615007,67573.0,74,46
2024-10-25T16:40:00,BTC,1.25e-05,4678.84424,-0.00044316,412607032.68127006,67667.0,56,61
2024-10-25T16:45:00,BTC,1.25e-05,4691.60482,-0.00033049,414509802.5497501,67749.0,79,54
2024-10-25T16:50:00,BTC,1.25e-05,4692.64106,-0.00028033,415178445.4537801,67753.0,82,51
2024-10-25T16:55:00,BTC,1.25e-05,4703.75844,-0.00032432,416055542.3000101,67813.0,51,49
2024-10-25T17:00:00,BTC,-2.1499999999999997e-06,4686.41506,-0.00051723,417922212.2047801,67635.0,92,35
2024-10-25T17:05:00,BTC,1.25e-05,4696.42148,-0.00038373,416333256.56891006,67729.0,75,52
2024-10-25T17:10:00,BTC,1.25e-05,4700.016,-0.00027294,417135973.7086701,67758.0,81,47
2024-10-25T17:15:00,BTC,1.25e-05,4702.49376,-0.00014768,418333330.0797601,67699.0,45,68
2024-10-25T17:20:00,BTC,1.25e-05,4671.61918,-0.00038481,415593580.6070701,67539.0,48,74
2024-10-25T17:25:00,BTC,1.25e-05,4667.28782,-0.00031115,418357276.0307901,67465.0,76,53
2024-10-25T17:30:00,BTC,1.25e-05,4687.15428,-0.00043008,419858063.8205901,67401.0,55,92
2024-10-25T17:35:00,BTC,1.25e-05,4688.0625,-0.00051952,419948058.3895,67340.0,70,51
2024-10-25T17:40:00,BTC,1.25e-05,4689.27002,-0.00049511,423265276.78966,67427.0,113,48
2024-10-25T17:45:00,BTC,1.25e-05,4625.92392,-0.00013377000000000002,428255274.77614,67266.0,44,68
2024-10-25T17:50:00,BTC,1.25e-05,4633.87306,-0.00025217,427128850.5348601,67398.0,58,87
2024-10-25T17:55:00,BTC,1.25e-05,4633.12244,-0.00037067000000000003,427548093.14163005,67423.0,57,64
2024-10-25T18:00:00,BTC,1.25e-05,4670.93248,-0.00023938,443442301.46778005,66822.0,36,69
2024-10-25T18:05:00,BTC,2.6899999999999997e-06,4684.07416,-0.00027012,460641278.89927006,66612.0,36,60
2024-10-25T18:10:00,BTC,1.25e-05,4684.69226,-0.00025708,479593156.5627901,66117.0,45,62
2024-10-25T18:15:00,BTC,1.25e-05,4746.8548,4.481e-05,513982082.44889,66943.0,48,41
2024-10-25T18:20:00,BTC,1.25e-05,4741.28432,-0.00025572,524058759.23502,67239.0,52,47
2024-10-25T18:25:00,BTC,1.25e-05,4733.32518,-0.00017843,533883887.9228701,67243.0,35,59
2024-10-25T18:30:00,BTC,1.25e-05,4732.4097,-4.451e-05,540551933.69467,67392.0,39,68
2024-10-25T18:35:00,BTC,1.25e-05,4710.50394,-0.00010236,543303681.26094,67402.0,61,41
2024-10-25T18:40:00,BTC,1.25e-05,4719.87074,-4.4470000000000006e-05,546836335.53102,67457.0,58,56
2024-10-25T18:45:00,BTC,1.25e-05,4717.77234,-0.00032664,550637680.35726,67337.0,57,64
2024-10-25T18:50:00,BTC,1.25e-05,4727.11656,-0.00010388,554030031.3972598,67374.0,44,73
2024-10-25T18:55:00,BTC,1.25e-05,4725.88774,-4.460000000000001e-05,559270711.7714598,67256.0,51,44
2024-10-25T19:00:00,BTC,1.25e-05,4687.70006,-0.00032818,564043290.4201598,67013.0,49,63
2024-10-25T19:05:00,BTC,1.25e-05,4703.76812,-0.00013442,567485403.80149,66947.0,60,38
2024-10-25T19:10:00,BTC,1.25e-05,4713.53286,-7.466000000000001e-05,572296676.5209199,66958.0,52,68
2024-10-25T19:15:00,BTC,1.25e-05,4710.16682,-0.00026919,575887695.4506199,66850.0,44,88
2024-10-25T19:20:00,BTC,1.25e-05,4701.37566,-5.9980000000000005e-05,572157077.63997,66683.0,44,89
2024-10-25T19:25:00,BTC,1.25e-05,4716.48472,-0.00027959,577858301.95836,66863.0,65,47
2024-10-25T19:30:00,BTC,1.25e-05,4720.79504,-0.00016435,580895623.04031,66913.0,71,47
2024-10-25T19:35:00,BTC,1.25e-05,4711.82266,-0.00014927,569120633.4561301,66980.0,66,49
2024-10-25T19:40:00,BTC,1.25e-05,4693.12928,-0.00010437,574048577.3913001,67061.0,63,52
2024-10-25T19:45:00,BTC,1.25e-05,4672.60808,-0.00020891,576670853.9490701,66998.0,79,41
2024-10-25T19:50:00,BTC,1.25e-05,4707.56452,-0.00031339000000000003,569392757.79137,66988.0,60,49
2024-10-25T19:55:00,BTC,1.25e-05,4728.38442,-0.00022386000000000001,571872047.46743,66989.0,37,87
2024-10-25T20:00:00,BTC,1.25e-05,4687.78054,-0.00035907,575565546.83895,66816.0,59,33
2024-10-25T20:05:00,BTC,1.25e-05,4671.45822,-0.00034449999999999997,573854389.9338801,66739.0,44,67
2024-10-25T20:10:00,BTC,1.25e-05,4707.61136,-0.00023934,577209482.4417801,66834.0,63,58
2024-10-25T20:15:00,BTC,1.25e-05,4692.17146,-0.000359,579084525.1497802,66833.0,73,51
2024-10-25T20:20:00,BTC,1.25e-05,4684.88052,-0.00017977,575383400.5461003,66736.0,53,51
2024-10-25T20:25:00,BTC,1.25e-05,4723.11314,-0.00031429,580228245.4523002,66798.0,79,52
2024-10-25T20:30:00,BTC,1.25e-05,4724.1111,-0.000269,580958054.8287002,66896.0,78,52
2024-10-25T20:35:00,BTC,1.25e-05,4613.498,-0.00025666,585035425.3583002,66993.0,39,78
2024-10-25T20:40:00,BTC,1.25e-05,4611.48556,-0.00043356,586564149.8993002,66859.0,48,70
2024-10-25T20:45:00,BTC,1.25e-05,4609.3568,-0.00032962000000000003,588291875.8493003,66720.0,80,41
2024-10-25T20:50:00,BTC,1.25e-05,4598.14728,-0.00032933,586023344.8301702,66780.0,55,77
2024-10-25T20:55:00,BTC,1.25e-05,4648.55954,-0.00047823,589644216.3278302,66883.0,65,45
2024-10-25T21:00:00,BTC,7.96e-06,4639.38042,-0.00043634,590337954.9867302,66885.0,90,30
2024-10-25T21:05:00,BTC,1.04e-05,4620.52686,-0.00040284,578304290.0051099,66996.0,52,82
2024-10-25T21:10:00,BTC,1.25e-05,4620.6461,-0.0003136,578777596.9561099,66940.0,51,77
2024-10-25T21:15:00,BTC,1.25e-05,4620.84778,-0.0003207,579351543.9255099,67017.0,73,68
